tlvorig,tardest,totaz,topcl,toadtyp,tlvdest,tarorig,hhno,pno,day,pdpurp,tdtaz,tdpcl,tdadtyp,tpathtp,tripsh1,tripsh2,tmodetp,subtrs,odadtyp,jtindex,parent,tautotime,tautocost,tautodist,phtindx1,phtindx2,fhtindx1,fhtindx2,toexpfac
600,660,429.0,-1,1,1080,1155,17127154,1712715401,4,1.0,1655.0,-1.0,4,1,1,2,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
660,700,506.0,-1,1,1005,1020,17148793,1714879301,4,8.0,527.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
400,410,644.0,-1,1,975,995,17135707,1713570702,4,1.0,771.0,-1.0,4,1,2,1,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
570,585,2642.0,-1,1,705,715,17113934,1711393402,4,8.0,2638.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
430,450,553.0,-1,1,1120,1130,17121974,1712197401,4,1.0,302.0,-1.0,4,1,1,2,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
465,480,1658.0,-1,1,1035,1050,17120581,1712058102,4,1.0,1591.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
630,650,568.0,-1,1,960,970,17119539,1711953901,4,1.0,327.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
510,570,425.0,-1,1,1220,1225,17139985,1713998501,4,1.0,323.0,-1.0,4,1,1,2,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
690,740,1796.0,-1,1,1045,1055,17147461,1714746101,4,8.0,1993.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
450,475,649.0,-1,1,1090,1110,17143846,1714384602,4,1.0,1878.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
530,570,424.0,-1,1,1085,1090,17145287,1714528701,4,1.0,303.0,-1.0,4,1,1,2,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
430,495,38.0,-1,1,1110,1140,17117715,1711771501,4,1.0,450.0,-1.0,4,1,1,2,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,635,1652.0,-1,1,1240,1255,17117376,1711737602,4,1.0,1518.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,515,246.0,-1,1,1035,1050,17138098,1713809803,4,2.0,311.0,-1.0,4,1,1,2,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
690,750,721.0,-1,1,1120,1185,17116064,1711606401,4,1.0,961.0,-1.0,4,1,1,2,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,545,908.0,-1,1,720,740,17124854,1712485404,4,8.0,908.0,-1.0,4,1,1,2,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
840,850,3.0,-1,1,930,945,17121130,1712113001,4,5.0,7.0,-1.0,4,1,1,2,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
985,1000,40.0,-1,1,1080,1100,17131643,1713164301,4,5.0,7.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,605,482.0,-1,1,745,750,17106248,1710624802,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
460,485,1703.0,-1,1,1080,1095,17147694,1714769402,4,1.0,1910.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
640,680,341.0,-1,1,810,825,17105658,1710565802,4,9.0,581.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
470,540,86.0,-1,1,1120,1140,17150013,1715001303,4,1.0,1494.0,-1.0,4,1,1,2,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1040,1060,708.0,-1,1,1225,1240,17119425,1711942502,4,2.0,552.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
690,700,738.0,-1,1,715,725,17117914,1711791401,4,5.0,736.0,-1.0,4,1,1,2,1,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
720,750,286.0,-1,1,1185,1205,17132570,1713257002,4,2.0,302.0,-1.0,4,1,1,2,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,495,318.0,-1,1,1260,1285,17102986,1710298601,4,1.0,486.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
775,795,281.0,-1,1,1140,1195,17151337,1715133702,4,1.0,658.0,-1.0,4,1,2,1,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
685,730,1413.0,-1,1,1230,1260,17139352,1713935201,4,7.0,1494.0,-1.0,4,1,2,1,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
435,465,86.0,-1,1,1025,1050,17150013,1715001301,4,1.0,584.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
570,600,322.0,-1,1,1200,1230,17149617,1714961701,4,1.0,434.0,-1.0,4,1,1,2,2,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
570,595,1681.0,-1,1,1185,1190,17121846,1712184601,4,1.0,1548.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,525,648.0,-1,1,1110,1155,17126470,1712647002,4,1.0,433.0,-1.0,4,1,2,1,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
180,190,830.0,-1,1,225,235,17131781,1713178103,4,5.0,797.0,-1.0,4,1,2,1,1,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
710,720,1674.0,-1,1,1055,1065,17122754,1712275402,4,1.0,1703.0,-1.0,4,1,2,1,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
570,600,397.0,-1,1,1170,1220,17153085,1715308501,4,1.0,1544.0,-1.0,4,1,2,1,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
615,625,1528.0,-1,1,725,740,17116998,1711699801,4,4.0,1568.0,-1.0,4,1,2,1,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
400,415,1930.0,-1,1,990,1000,17152913,1715291301,4,1.0,1616.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
435,510,4.0,-1,1,1170,1200,17115400,1711540001,4,1.0,631.0,-1.0,4,1,1,2,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
490,495,737.0,-1,1,990,1050,17124939,1712493903,4,2.0,735.0,-1.0,4,1,1,2,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,515,772.0,-1,1,970,1000,17100760,1710076003,4,2.0,665.0,-1.0,4,1,1,2,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
775,795,281.0,-1,1,1140,1195,17151337,1715133701,4,1.0,658.0,-1.0,4,1,2,1,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
505,540,1617.0,-1,1,1230,1245,17134918,1713491802,4,1.0,974.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
515,555,721.0,-1,1,1200,1210,17127743,1712774302,4,1.0,474.0,-1.0,4,1,1,2,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
675,685,285.0,-1,1,1020,1040,17108723,1710872302,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
810,820,175.0,-1,1,900,910,17137456,1713745605,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,440,1064.0,-1,1,930,955,17152390,1715239002,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
360,400,1357.0,-1,1,1080,1160,17120318,1712031801,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
530,545,1954.0,-1,1,945,955,17104647,1710464703,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
220,230,574.0,-1,1,720,730,17139680,1713968001,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
465,550,713.0,-1,1,1125,1155,17130496,1713049602,4,1.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
275,295,747.0,-1,1,810,835,17121646,1712164602,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
525,555,23.0,-1,1,1050,1075,17131454,1713145401,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
360,405,318.0,-1,1,945,990,17130512,1713051202,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
780,795,1600.0,-1,1,795,810,17139598,1713959801,4,5.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
450,455,2269.0,-1,1,1020,1025,17151147,1715114709,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
720,730,1548.0,-1,1,745,750,17133514,1713351402,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
360,380,426.0,-1,1,1110,1140,17125834,1712583401,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
535,595,284.0,-1,1,1080,1150,17100411,1710041101,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,515,775.0,-1,1,1020,1050,17136158,1713615801,4,1.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,505,846.0,-1,1,915,945,17126660,1712666002,4,4.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
400,435,324.0,-1,1,1055,1095,17100836,1710083601,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
750,780,797.0,-1,1,1230,1255,17122793,1712279301,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
835,840,385.0,-1,1,950,960,17114829,1711482901,4,3.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,580,285.0,-1,1,1140,1200,17125269,1712526902,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
525,535,1652.0,-1,1,1200,1210,17100203,1710020302,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
375,405,2366.0,-1,1,1020,1050,17124861,1712486102,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,495,1657.0,-1,1,990,1005,17143357,1714335701,4,1.0,,,4,1,1,1,2,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
365,395,2149.0,-1,1,930,990,17115567,1711556701,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,630,1623.0,-1,1,970,1020,17151871,1715187101,4,7.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
780,845,567.0,-1,1,1155,1220,17120908,1712090801,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,610,612.0,-1,1,610,620,17105916,1710591601,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1250,1260,286.0,-1,1,1355,1365,17108358,1710835801,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
450,455,751.0,-1,1,845,855,17117746,1711774604,4,2.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,440,454.0,-1,1,1010,1030,17126258,1712625802,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
545,570,1709.0,-1,1,1015,1040,17106011,1710601101,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
460,470,93.0,-1,1,1005,1020,17139762,1713976201,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
520,550,23.0,-1,1,870,890,17128770,1712877001,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1020,1045,1683.0,-1,1,1045,1070,17143039,1714303901,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
570,595,610.0,-1,1,990,1020,17125589,1712558901,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1110,1115,429.0,-1,1,1130,1135,17129603,1712960301,4,4.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
855,880,1660.0,-1,1,930,950,17135871,1713587103,4,9.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
795,815,2215.0,-1,1,870,890,17113755,1711375501,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1080,1090,307.0,-1,1,1170,1185,17102578,1710257802,4,8.0,,,4,1,1,1,9,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
560,565,317.0,-1,1,640,645,17122872,1712287201,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
430,460,1487.0,-1,1,900,925,17103114,1710311403,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
930,960,2417.0,-1,1,120,150,17127575,1712757502,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
660,665,1712.0,-1,1,700,705,17127480,1712748002,4,5.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
520,525,495.0,-1,1,1025,1030,17143190,1714319001,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,440,2149.0,-1,1,1095,1115,17115567,1711556705,4,1.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1260,1275,2560.0,-1,1,1310,1320,17107409,1710740902,4,5.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,490,667.0,-1,1,945,1020,17106344,1710634402,4,2.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
835,840,385.0,-1,1,950,960,17114829,1711482905,4,2.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
450,465,459.0,-1,1,930,965,17125946,1712594603,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
390,410,645.0,-1,1,930,950,17150985,1715098501,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
495,505,2216.0,-1,1,920,965,17117588,1711758803,4,2.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
305,320,46.0,-1,1,920,965,17133649,1713364901,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
660,710,735.0,-1,1,735,765,17153608,1715360801,4,5.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
870,885,1576.0,-1,1,950,965,17135959,1713595904,4,9.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
450,540,1406.0,-1,1,1020,1110,17148005,1714800501,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
525,540,721.0,-1,1,840,855,17127743,1712774303,4,2.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
495,590,649.0,-1,1,1000,1115,17153587,1715358702,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1025,1085,1677.0,-1,1,1135,1170,17153116,1715311601,4,7.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
585,605,628.0,-1,1,1050,1065,17101319,1710131901,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,450,91.0,-1,1,960,990,17142453,1714245302,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
870,900,1930.0,-1,1,1020,1080,17129265,1712926502,4,9.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,620,2269.0,-1,1,990,1005,17151147,1715114702,4,4.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,610,554.0,-1,1,835,845,17134272,1713427201,4,8.0,,,4,1,1,1,9,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1200,1205,748.0,-1,1,1225,1230,17143210,1714321001,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
840,845,1314.0,-1,1,860,865,17122280,1712228002,4,5.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
500,560,1968.0,-1,1,1050,1080,17152221,1715222101,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
495,530,318.0,-1,1,1110,1150,17130512,1713051201,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
450,475,285.0,-1,1,1100,1120,17125269,1712526901,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
640,660,1660.0,-1,1,935,995,17108291,1710829102,4,9.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
570,595,1599.0,-1,1,1050,1080,17143004,1714300403,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
475,525,1657.0,-1,1,1080,1130,17109212,1710921201,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
510,555,244.0,-1,1,1020,1065,17153913,1715391301,4,1.0,,,4,1,1,1,2,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
900,920,179.0,-1,1,960,980,17119220,1711922003,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1065,1080,3484.0,-1,1,1215,1260,17109021,1710902101,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1035,1075,648.0,-1,1,1270,1300,17126470,1712647001,4,2.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,580,317.0,-1,1,1080,1140,17122872,1712287202,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
525,545,1712.0,-1,1,1080,1100,17127480,1712748001,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
510,570,1563.0,-1,1,1020,1070,17109835,1710983501,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
470,505,426.0,-1,1,970,1005,17107705,1710770501,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
495,505,2216.0,-1,1,510,520,17117588,1711758804,4,3.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
580,630,554.0,-1,1,1150,1180,17134272,1713427202,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
555,570,458.0,-1,1,1140,1155,17100108,1710010802,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,545,1954.0,-1,1,730,735,17104647,1710464704,4,2.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
395,420,1956.0,-1,1,1065,1095,17141942,1714194203,4,2.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
445,465,1719.0,-1,1,960,985,17119504,1711950401,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,555,1674.0,-1,1,1080,1095,17142871,1714287102,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1050,1065,286.0,-1,1,1195,1205,17133307,1713330703,4,7.0,,,4,1,1,1,2,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
535,550,834.0,-1,1,1035,1040,17140106,1714010603,4,2.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
500,540,649.0,-1,1,975,1020,17153587,1715358701,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
920,940,1674.0,-1,1,1040,1060,17149732,1714973201,4,4.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
680,690,286.0,-1,1,720,735,17152271,1715227101,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
385,445,429.0,-1,1,995,1045,17146076,1714607601,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,450,1730.0,-1,1,1140,1170,17124062,1712406201,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
345,370,3436.0,-1,1,965,995,17106970,1710697001,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
435,530,805.0,-1,1,975,1030,17100908,1710090801,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,510,551.0,-1,1,1080,1110,17115838,1711583802,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,495,285.0,-1,1,1020,1040,17108723,1710872301,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
435,450,3340.0,-1,1,855,885,17122024,1712202404,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
510,525,2342.0,-1,1,1020,1040,17137076,1713707603,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
360,380,175.0,-1,1,1040,1070,17137456,1713745602,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
525,545,1678.0,-1,1,975,1010,17113577,1711357704,4,2.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,485,1713.0,-1,1,935,945,17152989,1715298904,4,2.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
800,820,2366.0,-1,1,1320,1340,17124861,1712486101,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
675,705,1675.0,-1,1,1170,1205,17148586,1714858601,4,7.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
460,485,2836.0,-1,1,885,910,17134373,1713437303,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
300,390,3570.0,-1,1,900,930,17111886,1711188601,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
460,500,396.0,-1,1,1050,1095,17117209,1711720901,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
405,435,721.0,-1,1,995,1020,17137682,1713768203,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
385,400,665.0,-1,1,990,1015,17112050,1711205001,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
345,400,1674.0,-1,1,960,1000,17118375,1711837502,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
360,385,1249.0,-1,1,990,1020,17129010,1712901001,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
435,460,751.0,-1,1,600,620,17117746,1711774603,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
610,630,397.0,-1,1,670,690,17139356,1713935602,4,9.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
430,495,1974.0,-1,1,1130,1165,17105256,1710525601,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
500,540,2460.0,-1,1,1170,1180,17111728,1711172802,4,2.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
875,880,2583.0,-1,1,1035,1040,17147056,1714705601,4,4.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
590,600,1677.0,-1,1,840,845,17152224,1715222401,4,4.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
875,880,2583.0,-1,1,1035,1040,17147056,1714705602,4,4.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
650,655,343.0,-1,1,750,755,17143766,1714376602,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
360,420,1930.0,-1,1,960,1010,17128777,1712877702,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,550,1612.0,-1,1,1120,1135,17110343,1711034302,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
225,255,649.0,-1,1,860,920,17123135,1712313501,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
405,420,23.0,-1,1,960,975,17139908,1713990802,4,1.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
370,385,629.0,-1,1,960,970,17150710,1715071001,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
690,750,731.0,-1,1,1110,1190,17149083,1714908302,4,7.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
