,hhno,hhsize,hhvehs,hhwkrs,hhftw,hhptw,hhret,hhoad,hhuni,hhhsc,hh515,hhcu5,hhincome,hownrent,hrestype,hhparcel,hhtaz,hhexpfac
307,17104683,4,2,1,1,0,0,1,0,0,1,1,300000,1,1,-1,-1,-1
308,17104706,1,0,0,0,0,1,0,0,0,0,0,62500,1,3,-1,-1,-1
309,17104711,4,2,1,1,0,0,1,0,1,1,0,125000,1,1,-1,-1,-1
310,17104729,1,0,1,0,0,0,1,0,0,0,0,17500,2,3,-1,-1,-1
311,17104750,4,2,2,2,0,0,0,0,1,1,0,87500,1,1,-1,-1,-1
312,17104764,1,1,0,0,0,1,0,1,0,0,0,17500,2,3,-1,-1,-1
313,17104801,2,5,0,0,0,2,0,0,0,0,0,175000,1,1,-1,-1,-1
314,17104821,1,1,1,1,0,0,0,0,0,0,0,62500,1,1,-1,-1,-1
315,17104824,1,1,1,1,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
316,17104847,4,2,2,1,1,0,0,0,0,2,0,150000,1,2,-1,-1,-1
317,17104856,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
318,17104871,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
319,17104887,3,1,1,1,0,0,1,0,0,0,1,87500,2,3,-1,-1,-1
320,17104893,1,1,1,1,0,0,0,0,0,0,0,87500,1,3,-1,-1,-1
321,17104945,2,2,2,2,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
322,17104948,2,0,0,0,0,2,0,0,0,0,0,125000,1,3,-1,-1,-1
323,17104994,2,2,0,0,0,2,0,0,0,0,0,62500,1,3,-1,-1,-1
324,17105047,1,1,0,0,0,1,0,0,0,0,0,42500,1,1,-1,-1,-1
325,17105052,2,1,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
326,17105064,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
327,17105094,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
328,17105098,1,0,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
329,17105153,1,2,1,0,0,0,1,0,0,0,0,87500,2,3,-1,-1,-1
330,17105165,1,1,0,0,0,1,0,0,0,0,0,-1,1,1,-1,-1,-1
331,17105172,2,2,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
332,17105201,1,1,1,0,0,0,1,0,0,0,0,87500,2,3,-1,-1,-1
333,17105205,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
334,17105207,1,1,1,1,0,0,0,0,0,0,0,87500,1,1,-1,-1,-1
335,17105221,1,2,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
336,17105228,2,1,2,2,0,0,0,1,0,0,0,42500,2,3,-1,-1,-1
337,17105231,2,1,1,1,0,1,0,0,0,0,0,125000,1,1,-1,-1,-1
338,17105242,2,2,2,2,0,0,0,0,0,0,0,150000,1,1,-1,-1,-1
339,17105246,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
340,17105256,4,2,1,1,0,0,1,0,0,0,2,87500,2,2,-1,-1,-1
341,17105257,2,2,2,2,0,0,0,0,0,0,0,175000,1,2,-1,-1,-1
342,17105262,2,2,2,2,0,0,0,0,0,0,0,225000,1,1,-1,-1,-1
343,17105280,2,1,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
344,17105298,1,1,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
345,17105310,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
346,17105316,2,1,2,1,1,0,0,1,0,0,0,42500,2,3,-1,-1,-1
347,17105336,2,2,2,2,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
348,17105392,2,2,2,2,0,0,0,0,0,0,0,-1,1,3,-1,-1,-1
349,17105409,1,1,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
350,17105443,1,1,1,1,0,0,0,0,0,0,0,62500,1,2,-1,-1,-1
351,17105445,4,2,1,1,0,0,1,0,0,1,1,225000,1,1,-1,-1,-1
352,17105449,1,0,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
353,17105472,3,1,2,1,1,0,1,0,0,0,0,62500,2,3,-1,-1,-1
354,17105483,2,1,2,2,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
355,17105515,1,0,0,0,0,0,1,0,0,0,0,17500,2,3,-1,-1,-1
356,17105536,2,2,2,2,0,0,0,0,0,0,0,62500,1,1,-1,-1,-1
357,17105549,1,1,1,1,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
358,17105581,1,0,0,0,0,0,1,1,0,0,0,17500,2,3,-1,-1,-1
359,17105582,4,2,2,2,0,1,0,2,0,1,0,125000,1,1,-1,-1,-1
360,17105606,2,1,2,2,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
361,17105614,1,1,1,1,0,0,0,1,0,0,0,42500,3,5,-1,-1,-1
362,17105645,3,2,3,1,2,0,0,0,1,0,0,62500,2,3,-1,-1,-1
363,17105658,2,4,0,0,0,2,0,0,0,0,0,175000,1,1,-1,-1,-1
364,17105662,2,1,1,1,0,0,1,1,0,0,0,62500,2,3,-1,-1,-1
365,17105672,5,2,2,1,0,0,1,0,0,1,2,225000,1,1,-1,-1,-1
366,17105678,2,1,1,1,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
367,17105684,3,1,1,1,0,0,0,0,1,2,0,42500,1,1,-1,-1,-1
368,17105689,2,1,2,1,1,0,0,0,0,0,0,125000,2,3,-1,-1,-1
369,17105693,2,2,1,1,0,0,1,0,0,0,0,125000,1,3,-1,-1,-1
370,17105694,1,3,0,0,0,1,0,0,0,0,0,87500,3,1,-1,-1,-1
371,17105719,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
372,17105747,1,0,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
373,17105759,1,1,0,0,0,1,0,0,0,0,0,42500,1,2,-1,-1,-1
374,17105766,1,2,1,0,0,0,1,0,0,0,0,37500,1,2,-1,-1,-1
375,17105772,1,0,1,0,1,0,0,0,0,0,0,17500,2,3,-1,-1,-1
376,17105773,4,1,1,1,0,0,1,0,0,1,1,30000,2,3,-1,-1,-1
377,17105784,1,0,0,0,0,0,1,0,0,0,0,17500,2,3,-1,-1,-1
378,17105785,2,1,1,1,0,1,0,0,0,0,0,42500,2,3,-1,-1,-1
379,17105789,1,1,1,0,1,0,0,1,0,0,0,30000,2,3,-1,-1,-1
380,17105790,1,1,1,1,0,0,0,0,0,0,0,62500,2,2,-1,-1,-1
381,17105791,2,1,1,1,0,0,1,0,0,0,0,300000,1,3,-1,-1,-1
382,17105792,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
383,17105814,1,1,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
384,17105827,1,0,0,0,0,0,1,0,0,0,0,5000,2,3,-1,-1,-1
385,17105864,3,1,2,2,0,0,0,0,0,0,1,125000,1,1,-1,-1,-1
386,17105875,1,0,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
387,17105889,2,0,0,0,0,1,1,0,0,0,0,17500,2,3,-1,-1,-1
388,17105906,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
389,17105908,1,1,0,0,0,1,0,0,0,0,0,17500,1,3,-1,-1,-1
390,17105916,2,1,0,0,0,0,2,0,0,0,0,17500,2,3,-1,-1,-1
391,17105920,2,3,2,0,1,0,1,0,0,0,0,42500,1,1,-1,-1,-1
392,17105922,2,2,2,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
393,17105939,3,2,1,1,0,0,1,0,0,0,1,-1,2,3,-1,-1,-1
394,17105948,2,1,2,0,0,0,1,0,1,0,0,125000,1,1,-1,-1,-1
395,17105979,2,1,1,1,0,0,0,0,0,0,1,125000,2,3,-1,-1,-1
396,17106011,4,2,1,1,0,0,1,0,0,2,0,225000,1,1,-1,-1,-1
397,17106012,2,2,2,2,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
398,17106015,2,2,0,0,0,2,0,0,0,0,0,125000,1,1,-1,-1,-1
399,17106017,4,2,2,1,0,0,1,0,0,2,0,125000,1,1,-1,-1,-1
400,17106028,2,2,2,1,1,0,0,2,0,0,0,17500,2,3,-1,-1,-1
401,17106044,2,1,0,0,0,0,2,0,0,0,0,62500,1,3,-1,-1,-1
402,17106057,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
403,17106087,1,0,0,0,0,0,1,0,0,0,0,5000,2,3,-1,-1,-1
404,17106132,2,1,0,0,0,1,1,0,0,0,0,175000,1,1,-1,-1,-1
405,17106157,2,1,2,2,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
406,17106183,2,1,2,2,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
407,17106184,2,2,1,1,0,0,0,0,1,0,0,125000,1,1,-1,-1,-1
408,17106190,1,0,0,0,0,0,1,1,0,0,0,30000,2,3,-1,-1,-1
409,17106208,2,2,0,0,0,2,0,0,0,0,0,-1,1,1,-1,-1,-1
410,17106248,2,0,0,0,0,2,0,0,0,0,0,5000,2,3,-1,-1,-1
411,17106277,1,2,1,0,0,0,1,0,0,0,0,17500,1,1,-1,-1,-1
412,17106278,2,1,1,1,0,0,0,0,0,0,1,42500,2,3,-1,-1,-1
413,17106282,2,2,1,0,0,1,1,0,0,0,0,125000,1,1,-1,-1,-1
414,17106329,1,1,1,1,0,0,0,0,0,0,0,150000,1,2,-1,-1,-1
415,17106340,3,1,2,1,0,0,1,0,0,0,1,-1,1,2,-1,-1,-1
416,17106344,4,1,1,1,0,0,1,0,0,1,1,125000,1,1,-1,-1,-1
417,17106349,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
418,17106376,2,0,2,2,0,0,0,1,0,0,0,125000,2,3,-1,-1,-1
419,17106381,2,3,1,1,0,0,1,0,0,0,0,125000,1,1,-1,-1,-1
420,17106390,2,0,2,2,0,0,0,1,0,0,0,175000,1,3,-1,-1,-1
421,17106402,1,1,1,1,0,0,0,0,0,0,0,300000,2,3,-1,-1,-1
422,17106422,2,1,0,0,0,2,0,0,0,0,0,225000,3,3,-1,-1,-1
423,17106440,2,1,2,2,0,0,0,0,0,0,0,-1,1,3,-1,-1,-1
424,17106442,6,1,1,1,0,0,1,0,0,2,2,300000,1,1,-1,-1,-1
425,17106470,1,1,1,1,0,0,0,0,0,0,0,-1,1,3,-1,-1,-1
426,17106495,2,2,0,0,0,2,0,0,0,0,0,42500,1,3,-1,-1,-1
427,17106496,3,3,2,2,0,0,0,0,0,1,0,175000,1,1,-1,-1,-1
428,17106518,2,2,2,2,0,0,0,1,0,0,0,87500,2,3,-1,-1,-1
429,17106574,3,3,3,1,0,0,2,1,0,0,0,17500,2,2,-1,-1,-1
430,17106580,1,0,0,0,0,0,1,1,0,0,0,62500,2,5,-1,-1,-1
431,17106594,2,2,1,1,0,0,1,0,0,0,0,125000,1,1,-1,-1,-1
432,17106643,1,0,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
433,17106645,1,1,0,0,0,1,0,0,0,0,0,30000,1,1,-1,-1,-1
434,17106648,1,0,1,0,1,0,0,0,0,0,0,17500,2,3,-1,-1,-1
435,17106670,3,1,2,2,0,0,0,0,0,0,1,300000,1,1,-1,-1,-1
436,17106680,2,1,1,1,0,0,1,0,0,0,0,87500,2,3,-1,-1,-1
437,17106691,2,2,1,1,0,1,0,0,0,0,0,150000,3,1,-1,-1,-1
438,17106727,1,0,1,0,0,0,1,0,0,0,0,17500,2,3,-1,-1,-1
439,17106760,2,0,1,0,0,0,2,0,0,0,0,30000,3,3,-1,-1,-1
440,17106776,2,1,0,0,0,2,0,0,0,0,0,42500,1,1,-1,-1,-1
441,17106823,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
442,17106824,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
443,17106835,1,1,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
444,17106847,1,0,1,1,0,0,0,0,0,0,0,150000,2,3,-1,-1,-1
445,17106854,4,2,1,1,0,0,1,0,0,0,2,42500,2,3,-1,-1,-1
446,17106864,4,4,2,2,0,1,0,0,0,1,0,62500,1,1,-1,-1,-1
447,17106876,2,2,0,0,0,0,2,1,0,0,0,62500,1,1,-1,-1,-1
448,17106909,2,2,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
449,17106918,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
450,17106929,2,2,2,2,0,0,0,0,0,0,0,225000,1,1,-1,-1,-1
451,17106946,2,2,0,0,0,2,0,0,0,0,0,125000,1,1,-1,-1,-1
452,17106949,2,1,2,1,1,0,0,0,0,0,0,125000,1,1,-1,-1,-1
453,17106965,1,1,0,0,0,1,0,0,0,0,0,30000,2,3,-1,-1,-1
454,17106970,3,3,3,3,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
455,17106974,2,1,2,1,1,0,0,0,0,0,0,150000,1,1,-1,-1,-1
456,17106999,1,1,1,1,0,0,0,0,0,0,0,-1,2,3,-1,-1,-1
457,17107001,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
458,17107020,4,2,2,2,0,0,0,0,0,0,2,62500,2,3,-1,-1,-1
459,17107025,2,1,1,1,0,0,1,0,0,0,0,62500,2,1,-1,-1,-1
460,17107032,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
461,17107033,1,1,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
462,17107051,2,2,0,0,0,2,0,0,0,0,0,-1,1,1,-1,-1,-1
463,17107077,1,2,1,1,0,0,0,0,0,0,0,17500,1,1,-1,-1,-1
464,17107090,2,2,2,2,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
465,17107099,1,0,1,0,1,0,0,0,0,0,0,5000,2,5,-1,-1,-1
466,17107131,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
467,17107139,2,1,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
468,17107141,2,4,1,1,0,0,1,0,0,0,0,42500,1,1,-1,-1,-1
469,17107142,2,2,0,0,0,1,1,0,0,0,0,125000,1,1,-1,-1,-1
470,17107175,2,1,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
471,17107176,1,1,0,0,0,1,0,0,0,0,0,87500,2,3,-1,-1,-1
472,17107192,1,1,1,0,1,0,0,0,0,0,0,62500,2,3,-1,-1,-1
473,17107220,1,0,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
474,17107221,2,3,2,2,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
475,17107244,1,0,0,0,0,1,0,0,0,0,0,62500,2,3,-1,-1,-1
476,17107251,2,0,1,1,0,1,0,0,0,0,0,300000,1,2,-1,-1,-1
477,17107255,4,3,2,2,0,0,0,0,0,2,0,225000,1,1,-1,-1,-1
478,17107269,1,1,1,0,1,0,0,1,0,0,0,87500,2,3,-1,-1,-1
479,17107319,2,1,2,2,0,0,0,0,0,0,0,-1,2,3,-1,-1,-1
480,17107342,2,0,1,0,0,0,1,0,0,1,0,125000,2,3,-1,-1,-1
481,17107376,2,1,2,1,0,0,1,0,0,0,0,300000,1,3,-1,-1,-1
482,17107409,4,2,1,1,0,0,1,0,0,1,1,225000,1,1,-1,-1,-1
483,17107410,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
484,17107488,2,1,2,0,0,0,2,0,0,0,0,125000,1,1,-1,-1,-1
485,17107490,2,2,2,2,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
486,17107519,2,1,1,1,0,0,1,0,0,0,0,125000,1,1,-1,-1,-1
487,17107534,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
488,17107543,1,0,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
489,17107567,1,1,0,0,0,1,0,0,0,0,0,42500,2,3,-1,-1,-1
490,17107572,2,2,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
491,17107602,1,2,0,0,0,1,0,0,0,0,0,30000,2,3,-1,-1,-1
492,17107607,2,1,1,1,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
493,17107619,2,2,2,2,0,0,0,0,0,0,0,150000,2,3,-1,-1,-1
494,17107628,1,1,1,0,1,0,0,1,0,0,0,17500,2,3,-1,-1,-1
495,17107677,1,1,0,0,0,0,1,0,0,0,0,42500,1,1,-1,-1,-1
496,17107689,2,3,2,1,1,0,0,0,0,0,0,125000,1,1,-1,-1,-1
497,17107695,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
498,17107705,1,0,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
499,17107716,1,0,0,0,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
500,17107730,3,1,1,1,0,0,1,0,0,1,0,175000,2,3,-1,-1,-1
501,17107742,2,2,1,1,0,0,1,0,0,0,0,125000,1,1,-1,-1,-1
502,17107773,1,1,1,0,1,0,0,0,0,0,0,5000,2,3,-1,-1,-1
503,17107789,1,0,0,0,0,0,1,1,0,0,0,5000,2,3,-1,-1,-1
504,17107812,1,1,1,0,0,0,1,0,0,0,0,42500,1,1,-1,-1,-1
505,17107836,2,1,0,0,0,2,0,0,0,0,0,62500,2,3,-1,-1,-1
506,17107845,2,1,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
507,17107885,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
508,17107902,3,3,2,1,0,0,1,0,0,0,1,87500,1,1,-1,-1,-1
509,17107907,1,0,0,0,0,1,0,0,0,0,0,17500,2,3,-1,-1,-1
510,17107913,1,1,0,0,0,1,0,0,0,0,0,37500,2,3,-1,-1,-1
511,17107930,1,2,1,1,0,0,0,0,0,0,0,87500,1,1,-1,-1,-1
512,17107940,3,2,2,2,0,0,0,0,0,0,1,87500,2,2,-1,-1,-1
513,17107944,2,2,2,2,0,0,0,0,0,0,0,125000,2,1,-1,-1,-1
514,17107945,1,0,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
515,17108000,1,0,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
516,17108016,1,1,1,1,0,0,0,0,0,0,0,150000,2,3,-1,-1,-1
517,17108039,4,2,2,0,1,0,2,1,0,0,1,62500,2,2,-1,-1,-1
518,17108043,1,0,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
519,17108094,4,2,1,1,0,0,1,0,0,1,1,-1,2,3,-1,-1,-1
520,17108135,1,0,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
521,17108200,2,1,2,2,0,0,0,0,0,0,0,225000,1,2,-1,-1,-1
522,17108239,2,2,2,2,0,0,0,0,0,0,0,150000,1,1,-1,-1,-1
523,17108247,1,1,1,1,0,0,0,0,0,0,0,300000,1,1,-1,-1,-1
524,17108281,1,1,1,0,1,0,0,0,0,0,0,42500,2,3,-1,-1,-1
525,17108291,2,2,0,0,0,2,0,0,0,0,0,125000,3,1,-1,-1,-1
526,17108306,1,1,1,1,0,0,0,0,0,0,0,300000,1,1,-1,-1,-1
527,17108315,2,1,2,0,2,0,0,0,0,0,0,5000,2,3,-1,-1,-1
528,17108351,2,0,2,2,0,0,0,1,0,0,0,62500,2,3,-1,-1,-1
529,17108358,1,1,0,0,0,0,1,1,0,0,0,5000,2,3,-1,-1,-1
530,17108422,2,2,2,1,1,0,0,0,0,0,0,42500,1,1,-1,-1,-1
531,17108430,2,1,2,1,1,0,0,0,0,0,0,17500,2,3,-1,-1,-1
532,17108437,2,2,0,0,0,2,0,0,0,0,0,62500,1,1,-1,-1,-1
533,17108441,3,4,2,2,0,0,1,0,0,0,0,87500,1,1,-1,-1,-1
534,17108450,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
535,17108459,2,1,1,1,0,0,1,0,0,0,0,87500,1,1,-1,-1,-1
536,17108473,1,0,1,1,0,0,0,0,0,0,0,-1,3,3,-1,-1,-1
537,17108474,2,2,2,2,0,0,0,0,0,0,0,300000,2,3,-1,-1,-1
538,17108492,1,0,0,0,0,0,1,0,0,0,0,5000,2,3,-1,-1,-1
539,17108500,2,0,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
540,17108508,1,2,0,0,0,1,0,0,0,0,0,62500,3,3,-1,-1,-1
541,17108513,2,2,2,2,0,0,0,0,0,0,0,225000,1,1,-1,-1,-1
542,17108536,4,1,2,1,1,0,0,0,0,0,2,125000,1,1,-1,-1,-1
543,17108543,2,1,2,2,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
544,17108576,2,0,1,1,0,0,1,1,0,0,0,62500,2,3,-1,-1,-1
545,17108595,2,1,2,2,0,0,0,0,0,0,0,225000,1,3,-1,-1,-1
546,17108640,2,2,2,2,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
547,17108643,2,1,1,1,0,0,1,1,0,0,0,-1,2,2,-1,-1,-1
548,17108678,1,1,1,0,0,0,1,0,0,0,0,42500,1,2,-1,-1,-1
549,17108721,1,0,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
550,17108723,2,1,0,0,0,0,2,0,2,0,0,42500,2,3,-1,-1,-1
551,17108727,1,1,0,0,0,1,0,0,0,0,0,17500,1,1,-1,-1,-1
552,17108735,1,0,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
553,17108749,2,1,2,2,0,0,0,0,0,0,0,17500,2,3,-1,-1,-1
554,17108798,2,2,0,0,0,2,0,0,0,0,0,225000,1,1,-1,-1,-1
555,17108799,1,1,1,1,0,0,0,0,0,0,0,62500,1,1,-1,-1,-1
556,17108814,1,1,0,0,0,1,0,0,0,0,0,5000,2,3,-1,-1,-1
557,17108833,2,0,2,1,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
558,17108859,2,1,0,0,0,2,0,0,0,0,0,125000,1,1,-1,-1,-1
559,17108866,2,1,2,2,0,0,0,0,0,0,0,300000,1,2,-1,-1,-1
560,17108877,3,4,2,2,0,0,0,0,0,1,0,125000,1,1,-1,-1,-1
561,17108908,1,1,1,1,0,0,0,0,0,0,0,87500,1,3,-1,-1,-1
562,17108918,1,1,1,0,0,0,1,0,0,0,0,62500,1,1,-1,-1,-1
563,17108973,2,2,2,1,1,0,0,0,0,0,0,42500,2,2,-1,-1,-1
564,17108982,1,0,1,1,0,0,0,1,0,0,0,30000,2,3,-1,-1,-1
565,17108994,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
566,17109021,2,3,1,1,0,0,1,0,0,0,0,175000,1,1,-1,-1,-1
567,17109023,2,1,1,1,0,0,1,0,0,0,0,-1,2,3,-1,-1,-1
568,17109064,1,1,0,0,0,1,0,0,0,0,0,30000,2,3,-1,-1,-1
569,17109093,2,2,2,2,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
570,17109107,4,2,1,1,0,0,1,0,0,2,0,175000,1,1,-1,-1,-1
571,17109109,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
572,17109114,2,1,2,2,0,0,0,0,0,0,0,150000,1,1,-1,-1,-1
573,17109116,2,2,2,2,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
574,17109120,1,1,1,1,0,0,0,0,0,0,0,30000,2,1,-1,-1,-1
575,17109128,3,1,2,1,1,0,0,0,0,0,1,62500,1,1,-1,-1,-1
576,17109129,2,2,0,0,0,2,0,0,0,0,0,87500,1,4,-1,-1,-1
577,17109131,1,1,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
578,17109138,2,2,1,0,0,1,1,0,0,0,0,300000,1,3,-1,-1,-1
579,17109147,2,1,2,1,1,0,0,1,0,0,0,150000,2,3,-1,-1,-1
580,17109164,1,1,0,0,0,0,1,0,0,0,0,5000,2,3,-1,-1,-1
581,17109212,2,1,2,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
582,17109239,2,1,2,2,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
583,17109298,2,1,0,0,0,2,0,0,0,0,0,125000,1,3,-1,-1,-1
584,17109308,2,1,0,0,0,1,1,0,0,0,0,-1,1,3,-1,-1,-1
585,17109358,2,4,2,1,0,0,1,0,0,0,0,62500,1,1,-1,-1,-1
586,17109367,3,3,2,1,0,0,2,0,0,0,0,225000,1,1,-1,-1,-1
587,17109388,1,1,1,1,0,0,0,0,0,0,0,125000,2,2,-1,-1,-1
588,17109393,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
589,17109407,1,1,1,1,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
590,17109408,1,1,1,1,0,0,0,0,0,0,0,-1,2,3,-1,-1,-1
591,17109418,2,1,1,1,0,1,0,0,0,0,0,87500,1,3,-1,-1,-1
592,17109425,3,2,2,2,0,0,0,0,0,0,1,175000,1,1,-1,-1,-1
593,17109436,1,1,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
594,17109444,1,0,0,0,0,1,0,0,0,0,0,-1,1,3,-1,-1,-1
595,17109451,2,2,1,1,0,0,1,0,0,0,0,125000,1,1,-1,-1,-1
596,17109495,1,0,1,0,0,0,1,0,0,0,0,17500,2,1,-1,-1,-1
597,17109504,1,1,1,0,0,0,1,0,0,0,0,62500,2,1,-1,-1,-1
598,17109509,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
599,17109521,1,1,0,0,0,1,0,0,0,0,0,17500,2,3,-1,-1,-1
600,17109527,2,1,1,1,0,1,0,0,0,0,0,87500,1,1,-1,-1,-1
601,17109542,4,2,1,0,0,0,2,0,0,0,2,300000,1,2,-1,-1,-1
602,17109547,3,2,3,3,0,0,0,0,0,0,0,150000,1,1,-1,-1,-1
603,17109555,1,0,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
604,17109580,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
605,17109586,1,0,0,0,0,0,1,1,0,0,0,87500,2,3,-1,-1,-1
606,17109601,3,2,2,1,1,0,0,0,1,0,0,150000,1,1,-1,-1,-1
607,17109606,1,3,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
608,17109615,4,2,1,1,0,0,1,0,0,0,2,-1,3,2,-1,-1,-1
609,17109644,2,0,1,1,0,0,1,0,1,0,0,17500,2,3,-1,-1,-1
610,17109646,2,1,2,1,1,0,0,0,0,0,0,62500,2,3,-1,-1,-1
611,17109651,1,2,1,1,0,0,0,0,0,0,0,42500,1,1,-1,-1,-1
612,17109657,2,2,2,2,0,0,0,0,0,0,0,225000,1,3,-1,-1,-1
613,17109680,3,1,1,1,0,0,1,0,0,0,1,-1,2,3,-1,-1,-1
614,17109690,1,0,1,1,0,0,0,0,0,0,0,17500,2,3,-1,-1,-1
615,17109692,1,1,1,1,0,0,0,0,0,0,0,-1,1,2,-1,-1,-1
616,17109703,2,2,1,1,0,1,0,0,0,0,0,125000,1,1,-1,-1,-1
617,17109704,2,1,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
618,17109740,2,2,0,0,0,2,0,0,0,0,0,300000,1,1,-1,-1,-1
619,17109776,2,2,2,2,0,0,0,0,0,0,0,175000,1,1,-1,-1,-1
620,17109790,3,2,2,1,1,0,1,1,0,0,0,-1,1,1,-1,-1,-1
621,17109798,2,1,2,0,0,0,2,0,0,0,0,17500,2,1,-1,-1,-1
